Rouge Type,Filename,ROUGE-1,ROUGE-1,ROUGE-1,ROUGE-2,ROUGE-2,ROUGE-2,ROUGE-3,ROUGE-3,ROUGE-3,ROUGE-4,ROUGE-4,ROUGE-4,ROUGE-L,ROUGE-L,ROUGE-L,ROUGE-W-1.2,ROUGE-W-1.2,ROUGE-W-1.2,ROUGE-S*,ROUGE-S*,ROUGE-S*,ROUGE-SU*,ROUGE-SU*,ROUGE-SU*
3345,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-luhn-coref-sent-token-115-article_output,0.95833,0.40708,0.57143,0.89362,0.375,0.5283,0.86957,0.36036,0.50955,0.84444,0.34545,0.49032,0.95833,0.40708,0.57143,0.84717,0.17359,0.28814,0.92465,0.16482,0.27977,0.92596,0.16894,0.28575
3346,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-kldiv-coref-sent-token-222-article_output,0.9078,0.7191,0.80251,0.79286,0.62712,0.70032,0.73381,0.57955,0.64762,0.68841,0.54286,0.60703,0.90071,0.71348,0.79624,0.63707,0.23568,0.34407,0.82026,0.51393,0.63193,0.82148,0.5162,0.63401
3347,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-lsa-coref-sent-token-211-article_output,0.87209,0.86207,0.86705,0.78824,0.77907,0.78363,0.70238,0.69412,0.69823,0.62651,0.61905,0.62276,0.84884,0.83908,0.84393,0.68212,0.34362,0.45702,0.74172,0.72467,0.7331,0.74465,0.72772,0.73609
3348,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-nltk-2-coref-sent-token-188-article_output,0.59688,0.75494,0.66667,0.47022,0.59524,0.5254,0.42767,0.54183,0.47803,0.39748,0.504,0.44445,0.57188,0.72332,0.63875,0.37906,0.23089,0.28698,0.34647,0.55474,0.42654,0.34802,0.5563,0.42817
3349,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-gen-s-coref-sent-token-177-article_output,0.68182,0.72193,0.7013,0.5736,0.60753,0.59008,0.53571,0.56757,0.55118,0.50256,0.53261,0.51715,0.66667,0.70588,0.68571,0.47305,0.25659,0.33271,0.46906,0.52602,0.49591,0.47117,0.52808,0.498
3350,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-lexrank-coref-sent-token-103-article_output,0.60695,0.7592,0.67459,0.42627,0.53356,0.47392,0.35753,0.44781,0.39761,0.31536,0.39527,0.35082,0.5508,0.68896,0.61218,0.33785,0.20337,0.2539,0.36365,0.56935,0.44382,0.36494,0.5706,0.44516
3351,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-luhn-coref-sent-token-109-article_output,0.975,0.29658,0.45481,0.91139,0.27481,0.42229,0.87179,0.26054,0.40118,0.83117,0.24615,0.37982,0.9625,0.29278,0.44898,0.69122,0.10135,0.17678,0.96772,0.08876,0.16261,0.96789,0.09031,0.16521
3352,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-lexrank-coref-sent-token-157-article_output,0.74894,0.64,0.6902,0.53419,0.4562,0.49212,0.44206,0.37729,0.40711,0.37931,0.32353,0.34921,0.71064,0.60727,0.6549,0.44621,0.17665,0.2531,0.53362,0.38944,0.45027,0.53543,0.39124,0.45212
3353,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-lsa-coref-sent-token-186-article_output,0.71711,0.75694,0.73649,0.62252,0.65734,0.63946,0.58667,0.61972,0.60274,0.55705,0.58865,0.57241,0.69079,0.72917,0.70946,0.49582,0.26482,0.34524,0.49425,0.55089,0.52104,0.49712,0.55369,0.52388
3354,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-nltk-1-coref-sent-token-137-article_output,0.59316,0.68722,0.63674,0.43893,0.50885,0.47131,0.35632,0.41333,0.38271,0.29615,0.34375,0.31818,0.57414,0.6652,0.61632,0.37473,0.20032,0.26108,0.29295,0.39347,0.33585,0.29517,0.39599,0.33823
3355,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-textrank-coref-sent-token-144-article_output,0.36224,0.65741,0.4671,0.2359,0.42991,0.30464,0.16495,0.30189,0.21334,0.11917,0.21905,0.15436,0.34694,0.62963,0.44737,0.23101,0.20381,0.21656,0.13093,0.43302,0.20107,0.13328,0.43721,0.20429
3356,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-kldiv-coref-sent-token-221-article_output,0.93789,0.56981,0.70892,0.8625,0.52273,0.65095,0.80503,0.48669,0.60663,0.75949,0.45802,0.57143,0.93789,0.56981,0.70892,0.65788,0.17849,0.2808,0.88843,0.32713,0.47819,0.88903,0.32894,0.4802
3357,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-kldiv-coref-sent-token-133-article_output,0.77249,0.52899,0.62796,0.53191,0.36364,0.43197,0.46524,0.31752,0.37744,0.4086,0.27839,0.33116,0.7619,0.52174,0.61935,0.50437,0.16867,0.2528,0.55556,0.26008,0.3543,0.55781,0.262,0.35654
3358,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-gen-s-coref-sent-token-125-article_output,0.42063,0.53,0.46902,0.296,0.37374,0.33036,0.25806,0.32653,0.28829,0.21951,0.27835,0.24545,0.4127,0.52,0.46018,0.31624,0.20717,0.25034,0.17143,0.27273,0.21053,0.17538,0.27788,0.21504
3359,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-luhn-coref-sent-token-101-article_output,0.97,0.27095,0.42358,0.88889,0.2465,0.38597,0.78571,0.21629,0.3392,0.72165,0.19718,0.30973,0.96,0.26816,0.41922,0.71478,0.09941,0.17454,0.93394,0.07234,0.13428,0.93464,0.07344,0.13618
3360,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-luhn-coref-sent-token-202-article_output,0.74648,0.36806,0.49303,0.45714,0.22378,0.30047,0.36232,0.17606,0.23697,0.30882,0.14894,0.20096,0.67606,0.33333,0.44651,0.45441,0.1084,0.17504,0.55412,0.13374,0.21547,0.5593,0.13689,0.21995
3361,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-lsa-coref-sent-token-160-article_output,0.86139,0.82075,0.84058,0.83,0.79048,0.80976,0.79798,0.75962,0.77833,0.76531,0.72816,0.74627,0.86139,0.82075,0.84058,0.65645,0.34726,0.45423,0.74693,0.67781,0.71069,0.74913,0.68042,0.71312
3362,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-nltk-2-coref-sent-token-108-article_output,0.48125,0.78974,0.59806,0.3605,0.59278,0.44834,0.28616,0.4715,0.35616,0.2429,0.40104,0.30255,0.46875,0.76923,0.58252,0.30298,0.25342,0.27599,0.2318,0.62548,0.33825,0.23334,0.62714,0.34013
3363,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-nltk-1-coref-sent-token-201-article_output,0.76569,0.85915,0.80973,0.70588,0.79245,0.74666,0.65401,0.7346,0.69197,0.59746,0.67143,0.63229,0.76151,0.85446,0.80531,0.52133,0.29323,0.37534,0.43824,0.55204,0.4886,0.44091,0.55485,0.49136
3364,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-kldiv-coref-sent-token-212-article_output,0.40157,0.43966,0.41975,0.2619,0.28696,0.27386,0.232,0.25439,0.24268,0.20968,0.23009,0.21941,0.38583,0.42241,0.40329,0.27777,0.15381,0.19799,0.1636,0.19625,0.17844,0.16722,0.20029,0.18227
3365,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-gen-s-coref-sent-token-167-article_output,0.68649,0.88194,0.77204,0.6087,0.78322,0.68502,0.56831,0.73239,0.64,0.53297,0.68794,0.60062,0.68108,0.875,0.76596,0.49636,0.31914,0.38849,0.46663,0.77137,0.58149,0.46896,0.77287,0.58373
3366,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-lsa-coref-sent-token-126-article_output,0.60853,0.54514,0.57509,0.3463,0.3101,0.3272,0.25,0.22378,0.23616,0.19216,0.17193,0.18148,0.56202,0.50347,0.53114,0.32239,0.1405,0.19571,0.38491,0.30877,0.34266,0.38662,0.31039,0.34434
3367,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-sumbasic-coref-sent-token-109-article_output,0.81818,0.58175,0.68,0.65591,0.46565,0.54464,0.55676,0.39464,0.46189,0.47826,0.33846,0.3964,0.81283,0.57795,0.67556,0.54171,0.18566,0.27654,0.66477,0.33556,0.44599,0.66638,0.3374,0.44798
3368,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-sumbasic-coref-sent-token-139-article_output,0.93243,0.46939,0.62444,0.7415,0.37201,0.49545,0.65753,0.32877,0.43836,0.57241,0.28522,0.38073,0.91216,0.45918,0.61086,0.53374,0.129,0.20778,0.85806,0.21671,0.34603,0.85905,0.21841,0.34827
3369,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-lexrank-coref-sent-token-145-article_output,0.80679,0.79434,0.80052,0.67801,0.66753,0.67273,0.59318,0.58398,0.58854,0.53158,0.52332,0.52742,0.80418,0.79177,0.79793,0.48789,0.22467,0.30766,0.65363,0.6336,0.64346,0.65442,0.63442,0.64426
3370,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-lexrank-coref-sent-token-219-article_output,0.63636,0.33333,0.4375,0.33333,0.17073,0.2258,0.1,0.05,0.06667,0.0,0.0,0.0,0.63636,0.33333,0.4375,0.47971,0.11899,0.19068,0.39394,0.10569,0.16667,0.41667,0.11641,0.18198
3371,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-sumbasic-coref-sent-token-192-article_output,0.30435,0.23333,0.26415,0.04444,0.0339,0.03846,0.0,0.0,0.0,0.0,0.0,0.0,0.26087,0.2,0.22642,0.18303,0.07092,0.10223,0.0715,0.04181,0.05277,0.08148,0.04811,0.0605
3372,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-lsa-coref-sent-token-213-article_output,0.73978,0.77132,0.75522,0.59701,0.62257,0.60952,0.53933,0.5625,0.55067,0.49624,0.51765,0.50672,0.71375,0.74419,0.72865,0.46766,0.22736,0.30597,0.54319,0.5906,0.5659,0.54464,0.59198,0.56732
3373,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-textrank-coref-sent-token-222-article_output,0.60819,0.58427,0.59599,0.43529,0.41808,0.42651,0.39053,0.375,0.38261,0.35714,0.34286,0.34985,0.57895,0.55618,0.56734,0.40205,0.18038,0.24903,0.36863,0.34013,0.35381,0.37144,0.34288,0.35659
3374,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-textrank-coref-sent-token-108-article_output,0.524,0.67179,0.58876,0.37751,0.48454,0.42438,0.30645,0.39378,0.34467,0.25911,0.33333,0.29157,0.508,0.65128,0.57079,0.33063,0.21605,0.26133,0.28398,0.4673,0.35327,0.28587,0.46936,0.35532
3375,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-lsa-coref-sent-token-161-article_output,0.60305,0.70536,0.6502,0.53077,0.62162,0.57261,0.50388,0.59091,0.54394,0.47656,0.55963,0.51477,0.59542,0.69643,0.64198,0.45379,0.28001,0.34632,0.37252,0.5103,0.43066,0.37606,0.51383,0.43428
3376,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-kldiv-coref-sent-token-166-article_output,0.3125,0.51724,0.38961,0.23404,0.39286,0.29333,0.19565,0.33333,0.24657,0.15556,0.26923,0.19719,0.25,0.41379,0.31169,0.23002,0.19415,0.21057,0.06472,0.1798,0.09518,0.07404,0.20046,0.10814
3377,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-gen-s-coref-sent-token-144-article_output,0.43046,0.60185,0.50193,0.26667,0.37383,0.31129,0.19463,0.27358,0.22745,0.14189,0.2,0.16601,0.40397,0.56481,0.47104,0.28297,0.19234,0.22901,0.1577,0.3091,0.20885,0.16131,0.31453,0.21325
3378,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-kldiv-coref-sent-token-205-article_output,0.46753,0.33645,0.3913,0.22368,0.16038,0.18681,0.14667,0.10476,0.12222,0.13514,0.09615,0.11236,0.44156,0.31776,0.36957,0.30261,0.11149,0.16295,0.20472,0.10563,0.13936,0.21119,0.10975,0.14444
3379,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-nltk-1-coref-sent-token-186-article_output,0.46842,0.61806,0.53294,0.32804,0.43357,0.37349,0.29787,0.39437,0.33939,0.27273,0.3617,0.31098,0.44737,0.59028,0.50898,0.31697,0.21162,0.2538,0.15071,0.26282,0.19157,0.15405,0.26775,0.19558
3380,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-textrank-coref-sent-token-118-article_output,0.69291,0.71545,0.704,0.52964,0.54694,0.53815,0.44444,0.45902,0.45161,0.39044,0.40329,0.39676,0.66929,0.69106,0.68,0.44049,0.21534,0.28927,0.45682,0.48707,0.47146,0.45865,0.48891,0.4733
3381,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-kldiv-coref-sent-token-130-article_output,0.83333,0.46053,0.59322,0.63415,0.34667,0.44828,0.6,0.32432,0.42105,0.5641,0.30137,0.39286,0.78571,0.43421,0.55932,0.67061,0.1785,0.28195,0.68525,0.20702,0.31798,0.6918,0.21333,0.3261
3382,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-luhn-coref-sent-token-166-article_output,0.38028,0.93103,0.54,0.34286,0.85714,0.4898,0.30435,0.77778,0.4375,0.26471,0.69231,0.38298,0.38028,0.93103,0.54,0.32026,0.39983,0.35565,0.14125,0.86453,0.24283,0.14755,0.86866,0.25225
3383,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-lsa-coref-sent-token-112-article_output,0.74843,0.62632,0.68195,0.56329,0.4709,0.51297,0.47771,0.39894,0.43479,0.40385,0.3369,0.36735,0.67925,0.56842,0.61891,0.45938,0.17526,0.25372,0.55585,0.38886,0.4576,0.55822,0.39131,0.4601
3384,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-lsa-coref-sent-token-105-article_output,0.44351,0.72852,0.55136,0.26834,0.44138,0.33377,0.19958,0.32872,0.24837,0.14737,0.24306,0.18349,0.40795,0.6701,0.50715,0.23442,0.19,0.20989,0.18929,0.51144,0.27631,0.19035,0.51291,0.27766
3385,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-kldiv-coref-sent-token-129-article_output,0.76419,0.72314,0.7431,0.58333,0.55187,0.56716,0.49339,0.46667,0.47966,0.44248,0.41841,0.43011,0.74236,0.70248,0.72187,0.48766,0.22637,0.30921,0.57883,0.51819,0.54683,0.58043,0.51986,0.54848
3386,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-nltk-1-coref-sent-token-150-article_output,0.81935,0.74269,0.77914,0.66343,0.60117,0.63077,0.58442,0.52941,0.55556,0.52769,0.47788,0.50155,0.79032,0.71637,0.75153,0.49081,0.20239,0.2866,0.57566,0.47283,0.5192,0.57721,0.47439,0.52077
3387,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-sumbasic-coref-sent-token-195-article_output,0.59211,0.54217,0.56604,0.29333,0.26829,0.28025,0.2027,0.18519,0.19355,0.17808,0.1625,0.16993,0.52632,0.48193,0.50315,0.36639,0.1801,0.24149,0.30772,0.25771,0.2805,0.31521,0.26456,0.28767
3388,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-lsa-coref-sent-token-102-article_output,0.73394,0.56338,0.63745,0.50691,0.38869,0.44,0.40278,0.30851,0.3494,0.32558,0.24911,0.28226,0.70642,0.54225,0.61354,0.4399,0.15962,0.23424,0.53938,0.31747,0.39969,0.54118,0.31921,0.40156
3389,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-lsa-coref-sent-token-172-article_output,0.67857,0.77027,0.72152,0.57831,0.65753,0.61538,0.5122,0.58333,0.54546,0.46914,0.53521,0.5,0.67857,0.77027,0.72152,0.61699,0.33718,0.43606,0.24555,0.31692,0.27671,0.25581,0.32913,0.28787
3390,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-lsa-coref-sent-token-137-article_output,0.67373,0.70044,0.68683,0.48085,0.5,0.49024,0.40598,0.42222,0.41394,0.35193,0.36607,0.35886,0.63983,0.6652,0.65227,0.41264,0.19795,0.26755,0.3123,0.33761,0.32446,0.31532,0.34077,0.32755
3391,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-nltk-1-coref-sent-token-104-article_output,0.57231,0.72093,0.63808,0.41667,0.52529,0.46472,0.34985,0.44141,0.39033,0.30124,0.38039,0.33622,0.56,0.70543,0.62436,0.35582,0.21112,0.265,0.26841,0.42627,0.3294,0.27026,0.42852,0.33147
3392,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-nltk-2-coref-sent-token-107-article_output,0.83828,0.6828,0.75259,0.66556,0.54178,0.59732,0.58804,0.47838,0.52757,0.53,0.43089,0.47533,0.79538,0.64785,0.71407,0.49999,0.1873,0.27251,0.69084,0.45805,0.55086,0.6918,0.45924,0.55203
3393,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-sumbasic-coref-sent-token-99-article_output,0.82222,0.57364,0.6758,0.68539,0.47656,0.56221,0.60227,0.41732,0.49302,0.54023,0.37302,0.44132,0.82222,0.57364,0.6758,0.60055,0.19406,0.29333,0.57653,0.27968,0.37665,0.58183,0.28411,0.38179
3394,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-sumbasic-coref-sent-token-221-article_output,0.82635,0.52075,0.63889,0.72289,0.45455,0.55814,0.69091,0.43346,0.53271,0.65854,0.41221,0.50704,0.81437,0.51321,0.62963,0.54285,0.15277,0.23844,0.68833,0.27276,0.3907,0.68996,0.2746,0.39285
3395,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-textrank-coref-sent-token-148-article_output,0.68974,0.80781,0.74412,0.54242,0.63554,0.5853,0.46649,0.54683,0.50348,0.41344,0.48485,0.44631,0.66667,0.78078,0.71923,0.41959,0.23113,0.29807,0.43139,0.59197,0.49908,0.43272,0.59327,0.50043
3396,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-kldiv-coref-sent-token-111-article_output,0.63736,0.52727,0.57711,0.41989,0.34703,0.38,0.33889,0.27982,0.30654,0.2905,0.23963,0.26262,0.58242,0.48182,0.52737,0.3774,0.15512,0.21987,0.3647,0.24936,0.2962,0.3677,0.25188,0.29896
3397,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-lsa-coref-sent-token-212-article_output,0.60248,0.83621,0.70036,0.51875,0.72174,0.60364,0.48428,0.67544,0.56411,0.4557,0.63717,0.53137,0.58385,0.81034,0.6787,0.44596,0.31304,0.36786,0.34651,0.66912,0.45658,0.34962,0.67192,0.45993
3398,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-gen-s-coref-sent-token-148-article_output,0.72622,0.75676,0.74118,0.58092,0.60542,0.59292,0.50145,0.52266,0.51184,0.44477,0.46364,0.45401,0.70029,0.72973,0.71471,0.44082,0.21605,0.28998,0.5223,0.56721,0.54383,0.52346,0.56833,0.54497
3399,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-lsa-coref-sent-token-191-article_output,0.61783,0.53889,0.57567,0.49359,0.43017,0.4597,0.46452,0.40449,0.43243,0.44156,0.38418,0.41088,0.61146,0.53333,0.56973,0.45011,0.20444,0.28117,0.37825,0.28752,0.3267,0.38131,0.29032,0.32965
3400,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-nltk-1-coref-sent-token-187-article_output,0.57709,0.87333,0.69496,0.51327,0.77852,0.61866,0.48,0.72973,0.57909,0.45536,0.69388,0.54987,0.57709,0.87333,0.69496,0.43825,0.34299,0.38481,0.28712,0.65906,0.39999,0.28964,0.66187,0.40295
3401,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-textrank-coref-sent-token-223-article_output,0.56287,0.62458,0.59212,0.41441,0.46,0.43602,0.36446,0.40468,0.38352,0.33535,0.37248,0.35294,0.53293,0.59136,0.56063,0.34626,0.17996,0.23683,0.33679,0.41482,0.37175,0.33812,0.41619,0.37311
3402,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-lsa-coref-sent-token-151-article_output,0.62121,0.69101,0.65425,0.46193,0.51412,0.48663,0.39796,0.44318,0.41935,0.35897,0.4,0.37838,0.61111,0.67978,0.64362,0.40179,0.23473,0.29634,0.39061,0.48359,0.43216,0.39289,0.48588,0.43446
3403,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-lsa-coref-sent-token-165-article_output,0.53731,0.70588,0.61017,0.40909,0.54,0.46552,0.36923,0.4898,0.42105,0.32812,0.4375,0.375,0.53731,0.70588,0.61017,0.44744,0.32699,0.37785,0.29172,0.50588,0.37005,0.29864,0.51321,0.37757
3404,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-textrank-coref-sent-token-218-article_output,0.90052,0.68526,0.77828,0.83158,0.632,0.71818,0.78307,0.59438,0.6758,0.73936,0.56048,0.63761,0.89529,0.68127,0.77375,0.59992,0.21832,0.32014,0.80975,0.4683,0.59341,0.81069,0.47001,0.59504
3405,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-kldiv-coref-sent-token-110-article_output,0.73684,0.57851,0.64815,0.53968,0.42324,0.47442,0.45213,0.35417,0.3972,0.38503,0.30126,0.33803,0.71579,0.56198,0.62963,0.454,0.16937,0.2467,0.46884,0.28867,0.35733,0.47156,0.291,0.3599
3406,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-textrank-coref-sent-token-98-article_output,0.6,0.39623,0.47728,0.36232,0.2381,0.28736,0.25,0.16346,0.19767,0.1791,0.1165,0.14117,0.57143,0.37736,0.45455,0.43609,0.14101,0.21311,0.29482,0.12794,0.17844,0.30314,0.1328,0.18469
3407,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-textrank-coref-sent-token-176-article_output,0.65094,0.7931,0.71502,0.5619,0.68605,0.6178,0.52885,0.64706,0.58201,0.49515,0.60714,0.54546,0.65094,0.7931,0.71502,0.50677,0.31257,0.38666,0.43594,0.64849,0.52138,0.43986,0.65169,0.52522
3408,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-sumbasic-coref-sent-token-159-article_output,0.65517,0.44531,0.53023,0.44186,0.29921,0.35681,0.36471,0.24603,0.29384,0.32143,0.216,0.25837,0.63218,0.42969,0.51163,0.44796,0.15179,0.22675,0.39428,0.18147,0.24855,0.40005,0.18546,0.25343
3409,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-textrank-coref-sent-token-147-article_output,0.58291,0.53704,0.55904,0.39899,0.36744,0.38257,0.3401,0.31308,0.32603,0.29592,0.2723,0.28362,0.56281,0.51852,0.53976,0.40589,0.18019,0.24958,0.3312,0.28101,0.30405,0.33369,0.28334,0.30646
